date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation
2014-7-1,73,57,86,61,95,51,97,2004,1999,0.02
2014-7-2,70,57,82,62,91,51,96,2004,2012,0.17
2014-7-3,70,57,84,51,88,51,98,1980,2003,0.03
2014-7-4,68,52,84,52,92,51,99,2005,2003,0.00
2014-7-5,74,61,87,57,94,48,94,2004,1980,0.00
2014-7-6,74,57,91,59,98,53,98,2004,1980,0.00
2014-7-7,74,57,91,56,94,55,96,1997,2003,0.35
2014-7-8,72,57,86,55,92,51,96,2005,2005,0.26
2014-7-9,70,59,84,57,93,52,98,2015,2003,0.08
2014-7-10,74,62,87,58,94,52,94,2008,1980,0.00
2014-7-11,74,62,90,55,96,48,96,1999,1980,0.01
2014-7-12,71,55,89,58,96,53,96,2002,1980,0.00
2014-7-13,70,57,82,53,91,53,99,1980,2003,0.14
2014-7-14,73,60,87,54,88,54,98,1980,2003,0.05
2014-7-15,66,57,75,54,90,51,97,2002,2010,0.22
2014-7-16,68,57,81,60,95,51,96,2005,2007,0.21
2014-7-17,70,57,84,61,96,51,98,2013,2006,0.00
2014-7-18,74,60,89,56,97,52,97,1998,1980,0.00
2014-7-19,76,63,90,57,98,53,100,2000,2010,0.00
2014-7-20,74,57,95,57,94,54,99,1999,2010,0.13
2014-7-21,78,64,93,58,91,52,95,1999,2005,0.01
2014-7-22,78,62,93,54,91,51,95,2000,1996,0.06
2014-7-23,72,60,84,53,89,53,93,1980,2003,0.43
2014-7-24,74,61,89,52,88,52,96,1980,2003,0.00
2014-7-25,77,61,93,59,90,55,96,2004,2003,0.00
2014-7-26,80,64,96,59,96,51,96,2004,1980,0.00
2014-7-27,74,60,89,60,95,53,95,2004,1980,1.14
2014-7-28,70,59,81,61,96,52,96,2004,1980,0.01
2014-7-29,68,60,75,54,92,52,93,2004,2001,0.12
2014-7-30,72,60,84,57,92,50,93,2004,2008,0.00
2014-7-31,66,57,78,62,93,54,95,2003,2012,0.02
2014-8-1,64,55,73,52,95,52,95,1980,1980,0.27
2014-8-2,66,59,73,65,96,54,96,1998,1980,0.02
2014-8-3,66,55,78,57,91,54,95,1998,2008,0.00
2014-8-4,68,60,78,57,89,55,93,1998,2003,1.26
2014-8-5,68,55,82,61,91,53,95,1998,2003,0.00
2014-8-6,70,55,86,63,92,51,95,1998,2015,0.00
2014-8-7,68,57,80,53,92,53,95,1980,2011,0.00
2014-8-8,67,50,84,59,84,50,93,2014,2003,0.00
2014-8-9,70,55,84,58,93,52,93,1999,1980,0.00
