waypoint1	waypoint2	distance_m	duration_s
Massachusetts State House, Boston, MA 02108	New Mexico State Capitol, Santa Fe, NM 87501	3575175	32.37722222222222
200 E Colfax Ave, Denver, CO 80203	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	2614534	23.720833333333335
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Vermont State House, 115 State Street, Montpelier, VT 05633	2358711	22.27027777777778
402 S Monroe St, Tallahassee, FL 32301	400-498 N West St, Jackson, MS 39201	694704	6.720555555555555
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1620221	14.949444444444444
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	West Virginia State Capitol, Charleston, WV 25317	322220	3.0175
State House, 107 North Main Street, Concord, NH 03303	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4959988	45.359722222222224
402 S Monroe St, Tallahassee, FL 32301	North Dakota State Capitol, Bismarck, ND 58501	2894327	26.169444444444444
Rhode Island State House, 82 Smith Street, Providence, RI 02903	Utah State Capitol, Salt Lake City, UT 84103	3788124	34.424166666666665
Illinois State Capitol, Springfield, IL 62756	400-498 N West St, Jackson, MS 39201	945911	8.484166666666667
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Massachusetts State House, Boston, MA 02108	2337722	21.607222222222223
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	North Dakota State Capitol, Bismarck, ND 58501	1948713	17.15972222222222
Michigan State Capitol, Lansing, MI 48933	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	2686056	24.39666666666667
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Maryland State House, 100 State Cir, Annapolis, MD 21401	105428	1.3294444444444444
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	2702432	24.357777777777777
Michigan State Capitol, Lansing, MI 48933	State House, 107 North Main Street, Concord, NH 03303	1218614	12.2075
State House, 107 North Main Street, Concord, NH 03303	North Carolina State Capitol, Raleigh, NC 27601	1250547	11.9375
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2892479	26.149722222222223
Oklahoma State Capitol, Oklahoma City, OK 73105	Utah State Capitol, Salt Lake City, UT 84103	1910174	16.99861111111111
300 SW 10th Ave, Topeka, KS 66612	Massachusetts State House, Boston, MA 02108	2402441	22.00611111111111
400-498 N West St, Jackson, MS 39201	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2232241	20.464444444444446
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	State House, 107 North Main Street, Concord, NH 03303	4228062	39.20194444444444
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Maine State House, Augusta, ME 04330	1772326	16.46388888888889
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	2088428	18.80666666666667
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	307125	2.8447222222222224
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Vermont State House, 115 State Street, Montpelier, VT 05633	254720	3.1572222222222224
Georgia State Capitol, Atlanta, GA 30334	500 E Capitol Ave, Pierre, SD 57501	2226023	19.879166666666666
400-498 N West St, Jackson, MS 39201	State House, 107 North Main Street, Concord, NH 03303	2377027	21.84777777777778
Georgia State Capitol, Atlanta, GA 30334	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	913039	8.318055555555556
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Rhode Island State House, 82 Smith Street, Providence, RI 02903	3891251	35.629444444444445
Georgia State Capitol, Atlanta, GA 30334	Oklahoma State Capitol, Oklahoma City, OK 73105	1366266	12.402777777777779
Massachusetts State House, Boston, MA 02108	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	3156474	28.857222222222223
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	200 E Colfax Ave, Denver, CO 80203	2283660	20.398611111111112
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1591468	14.635
300 SW 10th Ave, Topeka, KS 66612	500 E Capitol Ave, Pierre, SD 57501	908563	8.276111111111112
L St & 10th St, Sacramento, CA 95814	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2834432	25.199166666666667
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Vermont State House, 115 State Street, Montpelier, VT 05633	2037187	19.36611111111111
Oklahoma State Capitol, Oklahoma City, OK 73105	West Virginia State Capitol, Charleston, WV 25317	1611885	14.410277777777777
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1873972	17.040555555555557
Indiana State Capitol, Indianapolis, IN 46204	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3686093	32.94722222222222
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2750503	24.789166666666667
Nevada State Capitol, Carson City, NV 89701	North Dakota State Capitol, Bismarck, ND 58501	2234268	20.314166666666665
Maine State House, Augusta, ME 04330	Virginia State Capitol, Richmond, VA 23219	1137137	10.913333333333334
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Louisiana State Capitol, Baton Rouge, LA 70802	1605426	14.594722222222222
South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	711401	6.652777777777778
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	2255678	21.27111111111111
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1568253	14.388333333333334
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	North Dakota State Capitol, Bismarck, ND 58501	1903795	17.210833333333333
Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2 E Main St, Madison, WI 53703	3161453	28.25111111111111
Virginia State Capitol, Richmond, VA 23219	2 E Main St, Madison, WI 53703	1533610	14.348055555555556
500 E Capitol Ave, Pierre, SD 57501	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2125997	19.844722222222224
North Carolina State Capitol, Raleigh, NC 27601	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2187972	19.727777777777778
Oklahoma State Capitol, Oklahoma City, OK 73105	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	625486	5.748888888888889
Indiana State Capitol, Indianapolis, IN 46204	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1064665	9.761111111111111
Illinois State Capitol, Springfield, IL 62756	New Mexico State Capitol, Santa Fe, NM 87501	1727925	16.314444444444444
500 E Capitol Ave, Pierre, SD 57501	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1798030	17.05472222222222
700 W Jefferson St, Boise, ID 83720	Illinois State Capitol, Springfield, IL 62756	2592335	23.267777777777777
Maryland State House, 100 State Cir, Annapolis, MD 21401	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	3500762	32.03055555555556
State House, 107 North Main Street, Concord, NH 03303	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1870532	17.2975
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4714543	42.365
Michigan State Capitol, Lansing, MI 48933	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	879693	8.182222222222222
South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	Virginia State Capitol, Richmond, VA 23219	596292	5.276666666666666
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	1039311	9.755833333333333
300 SW 10th Ave, Topeka, KS 66612	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1747472	16.19472222222222
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	New Jersey State House, Trenton, NJ 08608	2071197	18.904444444444444
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	500 E Capitol Ave, Pierre, SD 57501	2598339	23.509444444444444
Massachusetts State House, Boston, MA 02108	Utah State Capitol, Salt Lake City, UT 84103	3808444	34.52444444444444
Missouri State Capitol, Jefferson City, MO 65101	State House, 107 North Main Street, Concord, NH 03303	2083860	20.005555555555556
Indiana State Capitol, Indianapolis, IN 46204	400-498 N West St, Jackson, MS 39201	1081440	9.743055555555555
Nevada State Capitol, Carson City, NV 89701	Wyoming State Capitol, Cheyenne, WY 82001	1584035	14.022777777777778
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1622824	14.474444444444444
Missouri State Capitol, Jefferson City, MO 65101	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	2274975	20.53388888888889
Illinois State Capitol, Springfield, IL 62756	Michigan State Capitol, Lansing, MI 48933	628469	5.753611111111111
Louisiana State Capitol, Baton Rouge, LA 70802	North Dakota State Capitol, Bismarck, ND 58501	2494502	23.158333333333335
300 SW 10th Ave, Topeka, KS 66612	Vermont State House, 115 State Street, Montpelier, VT 05633	2348793	22.15888888888889
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	North Carolina State Capitol, Raleigh, NC 27601	910884	8.335
New Jersey State House, Trenton, NJ 08608	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1356014	12.425555555555556
L St & 10th St, Sacramento, CA 95814	Vermont State House, 115 State Street, Montpelier, VT 05633	4799113	43.72638888888889
New Jersey State House, Trenton, NJ 08608	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4651731	41.78527777777778
New Jersey State House, Trenton, NJ 08608	New Mexico State Capitol, Santa Fe, NM 87501	3116096	28.316388888888888
402 S Monroe St, Tallahassee, FL 32301	300 SW 10th Ave, Topeka, KS 66612	1781545	16.546666666666667
L St & 10th St, Sacramento, CA 95814	West Virginia State Capitol, Charleston, WV 25317	3990601	35.625
Georgia State Capitol, Atlanta, GA 30334	New Jersey State House, Trenton, NJ 08608	1314085	12.248055555555556
Maine State House, Augusta, ME 04330	500 E Capitol Ave, Pierre, SD 57501	3111216	28.2
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	700 W Jefferson St, Boise, ID 83720	1480533	13.941944444444445
North Dakota State Capitol, Bismarck, ND 58501	Wyoming State Capitol, Cheyenne, WY 82001	960446	9.149166666666666
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Oklahoma State Capitol, Oklahoma City, OK 73105	1296244	11.693888888888889
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	400-498 N West St, Jackson, MS 39201	2124093	19.399722222222223
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Massachusetts State House, Boston, MA 02108	2090835	19.213333333333335
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Oklahoma State Capitol, Oklahoma City, OK 73105	2340718	20.198055555555555
State House, 107 North Main Street, Concord, NH 03303	New Jersey State House, Trenton, NJ 08608	543114	5.3825
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	2 E Main St, Madison, WI 53703	1135904	10.694166666666666
Maryland State House, 100 State Cir, Annapolis, MD 21401	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1134038	10.484444444444444
200 E Colfax Ave, Denver, CO 80203	Louisiana State Capitol, Baton Rouge, LA 70802	1966426	18.144166666666667
L St & 10th St, Sacramento, CA 95814	200 E Colfax Ave, Denver, CO 80203	1881205	16.975555555555555
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	591688	5.702222222222222
Maryland State House, 100 State Cir, Annapolis, MD 21401	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4562790	41.075833333333335
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Utah State Capitol, Salt Lake City, UT 84103	2380471	21.142222222222223
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	North Carolina State Capitol, Raleigh, NC 27601	831070	7.851944444444444
300 SW 10th Ave, Topeka, KS 66612	Michigan State Capitol, Lansing, MI 48933	1223735	11.0925
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	1942564	17.828055555555554
North Dakota State Capitol, Bismarck, ND 58501	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	2102664	18.569444444444443
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	New Jersey State House, Trenton, NJ 08608	3586077	32.66305555555556
Maine State House, Augusta, ME 04330	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	520684	4.886388888888889
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	3859065	34.80777777777778
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	4520252	40.81055555555555
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	L St & 10th St, Sacramento, CA 95814	3151067	28.136666666666667
Rhode Island State House, 82 Smith Street, Providence, RI 02903	Virginia State Capitol, Richmond, VA 23219	838637	8.217222222222222
Georgia State Capitol, Atlanta, GA 30334	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	1448964	13.422222222222222
South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	Wyoming State Capitol, Cheyenne, WY 82001	2626841	23.81972222222222
L St & 10th St, Sacramento, CA 95814	Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	4532569	40.880833333333335
300 SW 10th Ave, Topeka, KS 66612	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3022102	26.950277777777778
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Georgia State Capitol, Atlanta, GA 30334	834382	7.7091666666666665
Georgia State Capitol, Atlanta, GA 30334	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	402403	3.7736111111111112
300 SW 10th Ave, Topeka, KS 66612	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1096352	9.781944444444445
North Carolina State Capitol, Raleigh, NC 27601	2 E Main St, Madison, WI 53703	1545151	14.650833333333333
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	300 SW 10th Ave, Topeka, KS 66612	1849376	17.73027777777778
L St & 10th St, Sacramento, CA 95814	400-498 N West St, Jackson, MS 39201	3427740	30.878611111111113
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	West Virginia State Capitol, Charleston, WV 25317	590933	5.471666666666667
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4362587	39.215833333333336
402 S Monroe St, Tallahassee, FL 32301	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1577371	14.174444444444445
Michigan State Capitol, Lansing, MI 48933	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1165493	10.542222222222222
700 W Jefferson St, Boise, ID 83720	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2619542	24.863888888888887
State House, 107 North Main Street, Concord, NH 03303	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	720814	6.955
Maine State House, Augusta, ME 04330	Nevada State Capitol, Carson City, NV 89701	4903131	44.32888888888889
Michigan State Capitol, Lansing, MI 48933	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1247121	11.903611111111111
Louisiana State Capitol, Baton Rouge, LA 70802	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	692703	6.487777777777778
300 SW 10th Ave, Topeka, KS 66612	Maryland State House, 100 State Cir, Annapolis, MD 21401	1837235	17.09138888888889
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Vermont State House, 115 State Street, Montpelier, VT 05633	321861	3.0213888888888887
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	609426	5.7011111111111115
402 S Monroe St, Tallahassee, FL 32301	New Mexico State Capitol, Santa Fe, NM 87501	2364174	21.85611111111111
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	500 E Capitol Ave, Pierre, SD 57501	2250703	21.171944444444446
Rhode Island State House, 82 Smith Street, Providence, RI 02903	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	3108475	28.349722222222223
New Mexico State Capitol, Santa Fe, NM 87501	North Dakota State Capitol, Bismarck, ND 58501	1744158	16.00611111111111
L St & 10th St, Sacramento, CA 95814	Wyoming State Capitol, Cheyenne, WY 82001	1754877	15.629722222222222
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	785111	7.170277777777778
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	2249106	20.584722222222222
Oklahoma State Capitol, Oklahoma City, OK 73105	Virginia State Capitol, Richmond, VA 23219	2078855	18.6975
Maine State House, Augusta, ME 04330	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	5227420	47.05555555555556
Rhode Island State House, 82 Smith Street, Providence, RI 02903	West Virginia State Capitol, Charleston, WV 25317	1161764	10.8725
Nevada State Capitol, Carson City, NV 89701	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	3639294	32.20916666666667
L St & 10th St, Sacramento, CA 95814	Rhode Island State House, 82 Smith Street, Providence, RI 02903	4831450	43.455555555555556
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Oklahoma State Capitol, Oklahoma City, OK 73105	547112	4.926666666666667
Missouri State Capitol, Jefferson City, MO 65101	Wyoming State Capitol, Cheyenne, WY 82001	1282456	11.669444444444444
Oklahoma State Capitol, Oklahoma City, OK 73105	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	2057100	18.861666666666668
Maine State House, Augusta, ME 04330	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	4165392	38.010555555555555
200 E Colfax Ave, Denver, CO 80203	700 W Jefferson St, Boise, ID 83720	1314104	11.952222222222222
Minnesota State Capitol, St Paul, MN 55155	500 E Capitol Ave, Pierre, SD 57501	637790	6.874722222222222
Massachusetts State House, Boston, MA 02108	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	272155	2.6772222222222224
700 W Jefferson St, Boise, ID 83720	Vermont State House, 115 State Street, Montpelier, VT 05633	4229685	38.653055555555554
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	700 W Jefferson St, Boise, ID 83720	4134203	37.20444444444445
500 E Capitol Ave, Pierre, SD 57501	Utah State Capitol, Salt Lake City, UT 84103	1321211	12.447777777777778
700 W Jefferson St, Boise, ID 83720	Minnesota State Capitol, St Paul, MN 55155	2349986	21.033333333333335
700 W Jefferson St, Boise, ID 83720	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	2192328	19.348333333333333
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	783537	7.793333333333333
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	New Mexico State Capitol, Santa Fe, NM 87501	1234237	12.029722222222222
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1051234	9.8125
Illinois State Capitol, Springfield, IL 62756	Massachusetts State House, Boston, MA 02108	1860373	17.20277777777778
L St & 10th St, Sacramento, CA 95814	North Dakota State Capitol, Bismarck, ND 58501	2405110	21.92111111111111
Utah State Capitol, Salt Lake City, UT 84103	Virginia State Capitol, Richmond, VA 23219	3454401	31.113333333333333
North Dakota State Capitol, Bismarck, ND 58501	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1913954	17.184166666666666
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	455898	4.509444444444444
500 E Capitol Ave, Pierre, SD 57501	Wyoming State Capitol, Cheyenne, WY 82001	683179	6.741666666666666
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1048210	9.455833333333333
Indiana State Capitol, Indianapolis, IN 46204	Michigan State Capitol, Lansing, MI 48933	410164	3.794722222222222
Indiana State Capitol, Indianapolis, IN 46204	West Virginia State Capitol, Charleston, WV 25317	505363	4.8975
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	4775247	43.19777777777778
400-498 N West St, Jackson, MS 39201	Virginia State Capitol, Richmond, VA 23219	1467102	13.298055555555555
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	West Virginia State Capitol, Charleston, WV 25317	4180675	37.68666666666667
Illinois State Capitol, Springfield, IL 62756	Minnesota State Capitol, St Paul, MN 55155	832231	7.4875
Illinois State Capitol, Springfield, IL 62756	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	541419	4.966944444444445
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Georgia State Capitol, Atlanta, GA 30334	259130	2.347777777777778
Maine State House, Augusta, ME 04330	Vermont State House, 115 State Street, Montpelier, VT 05633	289475	3.777222222222222
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	981864	8.9975
Indiana State Capitol, Indianapolis, IN 46204	New Mexico State Capitol, Santa Fe, NM 87501	2049550	18.461388888888887
402 S Monroe St, Tallahassee, FL 32301	Michigan State Capitol, Lansing, MI 48933	1653544	15.526666666666667
Nevada State Capitol, Carson City, NV 89701	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	4204933	37.5875
L St & 10th St, Sacramento, CA 95814	2 E Main St, Madison, WI 53703	3236161	28.86722222222222
North Dakota State Capitol, Bismarck, ND 58501	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2049899	18.350555555555555
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	987798	8.910277777777777
400-498 N West St, Jackson, MS 39201	Wyoming State Capitol, Cheyenne, WY 82001	2107645	19.017222222222223
New Jersey State House, Trenton, NJ 08608	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	201751	1.9908333333333332
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	New Mexico State Capitol, Santa Fe, NM 87501	2130566	19.22222222222222
200 E Colfax Ave, Denver, CO 80203	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	2906553	26.10388888888889
Maryland State House, 100 State Cir, Annapolis, MD 21401	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	4623494	41.908611111111114
New Mexico State Capitol, Santa Fe, NM 87501	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1106403	10.647777777777778
Indiana State Capitol, Indianapolis, IN 46204	Nevada State Capitol, Carson City, NV 89701	3322968	29.933611111111112
West Virginia State Capitol, Charleston, WV 25317	2 E Main St, Madison, WI 53703	1036808	9.813333333333333
L St & 10th St, Sacramento, CA 95814	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	3668991	32.74611111111111
North Dakota State Capitol, Bismarck, ND 58501	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	2635531	23.70916666666667
700 W Jefferson St, Boise, ID 83720	Nevada State Capitol, Carson City, NV 89701	704765	6.965
Minnesota State Capitol, St Paul, MN 55155	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	1684917	15.38
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	North Dakota State Capitol, Bismarck, ND 58501	2376757	22.615833333333335
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Illinois State Capitol, Springfield, IL 62756	1404632	13.471388888888889
Oklahoma State Capitol, Oklahoma City, OK 73105	Vermont State House, 115 State Street, Montpelier, VT 05633	2658420	24.825555555555557
200 E Colfax Ave, Denver, CO 80203	New Jersey State House, Trenton, NJ 08608	2810632	25.461666666666666
North Carolina State Capitol, Raleigh, NC 27601	Wyoming State Capitol, Cheyenne, WY 82001	2749593	25.06388888888889
Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	Vermont State House, 115 State Street, Montpelier, VT 05633	3178782	29.566111111111113
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1718292	15.6325
Maryland State House, 100 State Cir, Annapolis, MD 21401	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	684897	6.671666666666667
North Dakota State Capitol, Bismarck, ND 58501	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	2406031	21.8175
Illinois State Capitol, Springfield, IL 62756	300 SW 10th Ave, Topeka, KS 66612	601069	5.632777777777778
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Virginia State Capitol, Richmond, VA 23219	770599	7.291944444444445
Michigan State Capitol, Lansing, MI 48933	Wyoming State Capitol, Cheyenne, WY 82001	1870400	16.7125
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	402 S Monroe St, Tallahassee, FL 32301	339009	3.7333333333333334
402 S Monroe St, Tallahassee, FL 32301	New Jersey State House, Trenton, NJ 08608	1685972	15.141111111111112
Massachusetts State House, Boston, MA 02108	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4978891	44.84638888888889
Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	Vermont State House, 115 State Street, Montpelier, VT 05633	1803150	17.30361111111111
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Wyoming State Capitol, Cheyenne, WY 82001	2371746	21.289722222222224
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Minnesota State Capitol, St Paul, MN 55155	393856	3.536388888888889
Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	West Virginia State Capitol, Charleston, WV 25317	2007288	18.133055555555554
Massachusetts State House, Boston, MA 02108	Nevada State Capitol, Carson City, NV 89701	4654602	42.11972222222222
Indiana State Capitol, Indianapolis, IN 46204	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	463791	4.415555555555556
Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	Wyoming State Capitol, Cheyenne, WY 82001	1637527	15.243333333333334
Michigan State Capitol, Lansing, MI 48933	Rhode Island State House, 82 Smith Street, Providence, RI 02903	1242182	11.545277777777779
402 S Monroe St, Tallahassee, FL 32301	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	1841801	17.4175
Illinois State Capitol, Springfield, IL 62756	Maryland State House, 100 State Cir, Annapolis, MD 21401	1302845	12.267222222222221
